Label,GeneFamilyCounts/DC10_R1T6_1,GeneFamilyCounts/DC10_R2T6_1,GeneFamilyCounts/DC10_R3T6_1,GeneFamilyCounts/DC12_R1T6_1,GeneFamilyCounts/DC12_R1T6_2,GeneFamilyCounts/DC12_R2T6_1,GeneFamilyCounts/DC12_R2T6_2,GeneFamilyCounts/DC12_R3T6_1,GeneFamilyCounts/DC12_R3T6_2,GeneFamilyCounts/DC13_R1T6_1,GeneFamilyCounts/DC13_R1T6_3,GeneFamilyCounts/DC13_R2T6_1,GeneFamilyCounts/DC13_R2T6_3,GeneFamilyCounts/DC13_R3T6_1,GeneFamilyCounts/DC13_R3T6_3,GeneFamilyCounts/DC14_R1T6_1,GeneFamilyCounts/DC14_R1T6_4,GeneFamilyCounts/DC14_R2T6_1,GeneFamilyCounts/DC14_R2T6_4,GeneFamilyCounts/DC14_R3T6_1,GeneFamilyCounts/DC14_R3T6_4,GeneFamilyCounts/DC15_R1T6_1,GeneFamilyCounts/DC15_R1T6_5,GeneFamilyCounts/DC15_R2T6_1,GeneFamilyCounts/DC15_R2T6_5,GeneFamilyCounts/DC15_R3T6_1,GeneFamilyCounts/DC15_R3T6_5,GeneFamilyCounts/DC16_R1T6_1,GeneFamilyCounts/DC16_R1T6_6,GeneFamilyCounts/DC16_R2T6_1,GeneFamilyCounts/DC16_R2T6_6,GeneFamilyCounts/DC16_R3T6_1,GeneFamilyCounts/DC16_R3T6_6,GeneFamilyCounts/DC17_R1T6_1,GeneFamilyCounts/DC17_R1T6_7,GeneFamilyCounts/DC17_R2T6_1,GeneFamilyCounts/DC17_R2T6_7,GeneFamilyCounts/DC17_R3T6_1,GeneFamilyCounts/DC17_R3T6_7,GeneFamilyCounts/DC18_R1T6_1,GeneFamilyCounts/DC18_R1T6_8,GeneFamilyCounts/DC18_R2T6_1,GeneFamilyCounts/DC18_R2T6_8,GeneFamilyCounts/DC18_R3T6_1,GeneFamilyCounts/DC18_R3T6_8,GeneFamilyCounts/DC20_R1T6_2,GeneFamilyCounts/DC20_R2T6_2,GeneFamilyCounts/DC20_R3T6_2,GeneFamilyCounts/DC23_R1T6_2,GeneFamilyCounts/DC23_R1T6_3,GeneFamilyCounts/DC23_R2T6_2,GeneFamilyCounts/DC23_R2T6_3,GeneFamilyCounts/DC23_R3T6_2,GeneFamilyCounts/DC23_R3T6_3,GeneFamilyCounts/DC24_R1T6_2,GeneFamilyCounts/DC24_R1T6_4,GeneFamilyCounts/DC24_R2T6_2,GeneFamilyCounts/DC24_R2T6_4,GeneFamilyCounts/DC24_R3T6_2,GeneFamilyCounts/DC24_R3T6_4,GeneFamilyCounts/DC25_R1T6_2,GeneFamilyCounts/DC25_R1T6_5,GeneFamilyCounts/DC25_R2T6_2,GeneFamilyCounts/DC25_R2T6_5,GeneFamilyCounts/DC25_R3T6_2,GeneFamilyCounts/DC25_R3T6_5,GeneFamilyCounts/DC26_R1T6_2,GeneFamilyCounts/DC26_R1T6_6,GeneFamilyCounts/DC26_R2T6_2,GeneFamilyCounts/DC26_R2T6_6,GeneFamilyCounts/DC27_R1T6_2,GeneFamilyCounts/DC27_R1T6_7,GeneFamilyCounts/DC27_R2T6_2,GeneFamilyCounts/DC27_R2T6_7,GeneFamilyCounts/DC27_R3T6_2,GeneFamilyCounts/DC27_R3T6_7,GeneFamilyCounts/DC28_R1T6_2,GeneFamilyCounts/DC28_R1T6_8,GeneFamilyCounts/DC28_R2T6_2,GeneFamilyCounts/DC28_R2T6_8,GeneFamilyCounts/DC30_R1T6_3,GeneFamilyCounts/DC30_R2T6_3,GeneFamilyCounts/DC30_R3T6_3,GeneFamilyCounts/DC34_R1T6_3,GeneFamilyCounts/DC34_R1T6_4,GeneFamilyCounts/DC34_R2T6_3,GeneFamilyCounts/DC34_R2T6_4,GeneFamilyCounts/DC34_R3T6_3,GeneFamilyCounts/DC34_R3T6_4,GeneFamilyCounts/DC35_R1T6_3,GeneFamilyCounts/DC35_R1T6_5,GeneFamilyCounts/DC35_R2T6_3,GeneFamilyCounts/DC35_R2T6_5,GeneFamilyCounts/DC35_R3T6_3,GeneFamilyCounts/DC35_R3T6_5,GeneFamilyCounts/DC36_R1T6_3,GeneFamilyCounts/DC36_R1T6_6,GeneFamilyCounts/DC36_R2T6_3,GeneFamilyCounts/DC36_R2T6_6,GeneFamilyCounts/DC36_R3T6_3,GeneFamilyCounts/DC36_R3T6_6,GeneFamilyCounts/DC37_R1T6_3,GeneFamilyCounts/DC37_R1T6_7,GeneFamilyCounts/DC37_R2T6_3,GeneFamilyCounts/DC37_R2T6_7,GeneFamilyCounts/DC37_R3T6_3,GeneFamilyCounts/DC37_R3T6_7,GeneFamilyCounts/DC38_R1T6_3,GeneFamilyCounts/DC38_R1T6_8,GeneFamilyCounts/DC38_R2T6_3,GeneFamilyCounts/DC38_R2T6_8,GeneFamilyCounts/DC38_R3T6_3,GeneFamilyCounts/DC38_R3T6_8,GeneFamilyCounts/DC40_R1T6_4,GeneFamilyCounts/DC40_R2T6_4,GeneFamilyCounts/DC40_R3T6_4,GeneFamilyCounts/DC45_R1T6_4,GeneFamilyCounts/DC45_R1T6_5,GeneFamilyCounts/DC45_R2T6_4,GeneFamilyCounts/DC45_R2T6_5,GeneFamilyCounts/DC45_R3T6_4,GeneFamilyCounts/DC45_R3T6_5,GeneFamilyCounts/DC46_R1T6_4,GeneFamilyCounts/DC46_R1T6_6,GeneFamilyCounts/DC46_R2T6_4,GeneFamilyCounts/DC46_R2T6_6,GeneFamilyCounts/DC46_R3T6_4,GeneFamilyCounts/DC46_R3T6_6,GeneFamilyCounts/DC47_R1T6_4,GeneFamilyCounts/DC47_R1T6_7,GeneFamilyCounts/DC47_R2T6_4,GeneFamilyCounts/DC47_R2T6_7,GeneFamilyCounts/DC47_R3T6_4,GeneFamilyCounts/DC47_R3T6_7,GeneFamilyCounts/DC48_R1T6_4,GeneFamilyCounts/DC48_R1T6_8,GeneFamilyCounts/DC48_R2T6_4,GeneFamilyCounts/DC48_R2T6_8,GeneFamilyCounts/DC48_R3T6_4,GeneFamilyCounts/DC48_R3T6_8,GeneFamilyCounts/DC50_R1TWB_5,GeneFamilyCounts/DC50_R2TWB_5,GeneFamilyCounts/DC50_R3TWB_5,GeneFamilyCounts/DC56_R1T6_5,GeneFamilyCounts/DC56_R1T6_6,GeneFamilyCounts/DC56_R2T6_5,GeneFamilyCounts/DC56_R2T6_6,GeneFamilyCounts/DC56_R3T6_5,GeneFamilyCounts/DC56_R3T6_6,GeneFamilyCounts/DC57_R1TWB_5,GeneFamilyCounts/DC57_R1TWB_7,GeneFamilyCounts/DC57_R2TWB_5,GeneFamilyCounts/DC57_R2TWB_7,GeneFamilyCounts/DC57_R3TWB_5,GeneFamilyCounts/DC57_R3TWB_7,GeneFamilyCounts/DC58_R1T6_5,GeneFamilyCounts/DC58_R1T6_8,GeneFamilyCounts/DC58_R2T6_5,GeneFamilyCounts/DC58_R2T6_8,GeneFamilyCounts/DC58_R3T6_5,GeneFamilyCounts/DC58_R3T6_8,GeneFamilyCounts/DC60_R1T6_6,GeneFamilyCounts/DC60_R2T6_6,GeneFamilyCounts/DC60_R3T6_6,GeneFamilyCounts/DC67_R1T6_6,GeneFamilyCounts/DC67_R1T6_7,GeneFamilyCounts/DC67_R2T6_6,GeneFamilyCounts/DC67_R2T6_7,GeneFamilyCounts/DC67_R3T6_6,GeneFamilyCounts/DC67_R3T6_7,GeneFamilyCounts/DC68_R1T6_6,GeneFamilyCounts/DC68_R1T6_8,GeneFamilyCounts/DC68_R2T6_6,GeneFamilyCounts/DC68_R2T6_8,GeneFamilyCounts/DC68_R3T6_6,GeneFamilyCounts/DC68_R3T6_8,GeneFamilyCounts/DC70_R1TWB_7,GeneFamilyCounts/DC70_R2T6_7,GeneFamilyCounts/DC70_R3TWB_7,GeneFamilyCounts/DC78_R1T6_7,GeneFamilyCounts/DC78_R1T6_8,GeneFamilyCounts/DC78_R2T6_7,GeneFamilyCounts/DC78_R2T6_8,GeneFamilyCounts/DC78_R3T6_7,GeneFamilyCounts/DC78_R3T6_8,GeneFamilyCounts/DN82_R3TX_8,GeneFamilyCounts/DN86_R1TX_8
PTHR10668,113.36,118.97,121.69,125.68,150.0,92.04,229.09,123.23,113.95,128.53,183.68,124.43,120.38,119.93,216.78,107.32,7.42,116.62,3.3,87.78,1.31,80.41,73.67,81.8,67.75,68.35,67.25,145.28,167.38,115.06,117.41,119.11,180.03,120.24,59.41,84.73,38.18,90.55,40.76,73.79,3.74,56.32,0.6,85.0,5.95,173.65,159.23,21.94,197.05,71.27,170.43,87.5,178.59,35.9,160.78,0.3,147.09,0.9,193.85,1.33,73.85,165.5,74.72,155.91,93.73,146.51,283.51,193.58,156.11,280.48,140.58,47.22,159.26,16.08,0.0,176.01,217.18,71.65,165.93,61.44,251.57,285.07,290.2,219.01,17.71,221.37,0.83,230.54,0.0,14.59,172.15,7.84,163.73,6.86,180.79,123.38,0.0,117.06,0.0,106.88,0.0,224.37,5.99,211.81,8.08,229.75,5.75,288.85,29.99,209.5,58.91,147.93,4.16,71.27,76.41,72.3,0.0,136.6,0.0,198.31,0.22,131.68,83.09,126.56,42.13,214.03,35.57,227.3,23.94,136.95,23.68,131.51,38.01,176.88,2.45,72.28,0.73,107.94,0.0,89.2,191.73,189.66,198.06,134.11,0.26,141.21,1.04,150.39,0.0,204.3,14.97,209.05,74.26,202.81,17.5,239.46,28.82,248.56,26.66,202.83,13.38,235.81,196.7,223.63,298.96,144.75,319.63,144.21,305.6,148.1,208.25,91.56,193.37,84.73,235.65,75.89,303.97,106.97,303.0,224.33,60.51,138.6,54.44,172.09,52.0,118.94,118.35
PTHR22734,50.71,54.86,57.99,33.5,28.4,40.09,23.47,52.55,25.99,23.76,8.12,32.57,8.25,28.64,12.44,71.6,3.43,61.69,7.29,20.66,0.88,51.23,4.04,53.07,2.93,21.68,3.4,35.02,28.6,33.4,14.26,36.93,22.53,58.54,6.94,36.77,12.06,45.56,18.76,41.47,1.5,30.85,0.28,27.39,4.02,40.23,15.47,2.45,44.8,10.45,36.29,11.32,40.3,9.05,29.21,0.33,32.77,0.48,41.49,1.62,9.22,5.91,7.03,4.1,13.61,5.65,22.28,47.95,12.88,47.2,20.16,10.85,34.1,3.47,0.0,28.63,42.46,61.59,24.52,33.65,35.67,21.2,20.55,25.89,0.93,24.38,0.0,31.41,0.0,2.62,7.79,1.42,6.14,1.43,8.18,7.88,0.0,16.54,0.0,8.33,0.0,20.82,2.86,25.03,0.0,20.47,1.89,23.77,31.39,22.17,37.0,14.02,5.48,9.25,7.91,4.39,0.0,6.17,0.0,7.65,0.0,7.28,11.07,12.22,6.18,41.18,11.31,40.79,5.72,53.99,8.24,59.97,9.02,69.25,2.12,72.79,0.0,77.88,0.0,83.03,5.89,7.66,6.64,9.44,0.75,8.13,0.7,8.05,0.98,6.38,4.97,4.81,20.78,6.13,5.12,7.03,12.29,9.52,13.09,5.03,6.35,33.36,35.56,38.18,53.92,43.65,50.47,38.15,55.81,47.82,40.86,54.51,41.29,42.05,37.01,38.45,68.45,58.1,57.51,51.97,35.91,82.81,33.93,41.27,38.43,78.07,73.0
PTHR14154,133.06,133.62,127.85,119.95,300.03,90.75,317.07,100.38,190.1,172.92,466.85,137.67,268.87,150.87,519.16,158.83,37.23,134.13,22.17,72.83,2.64,118.65,182.41,121.9,188.93,122.13,220.6,173.47,263.07,139.96,190.24,140.31,458.83,129.18,159.44,115.4,231.71,104.11,251.82,64.63,10.46,88.36,3.25,84.32,17.85,308.87,283.71,388.06,364.19,160.95,420.19,1151.6,486.33,60.55,318.63,1.45,415.1,1.85,552.1,28.62,178.35,214.05,217.6,227.02,173.16,220.21,11455.45,256.6,721.18,392.11,366.11,184.14,379.06,52.78,0.0,672.24,623.73,372.31,318.25,229.04,751.47,637.31,640.38,437.25,205.75,605.25,3.41,483.77,4.98,64.73,306.24,19.8,268.74,22.93,322.24,225.33,0.0,244.36,0.0,247.83,0.0,575.28,27.01,669.13,54.18,570.94,34.26,581.29,159.91,502.97,137.71,331.28,35.39,637.84,596.97,546.72,0.0,505.02,0.24,962.36,0.0,451.88,448.05,110.69,378.27,371.04,187.81,340.17,118.2,565.7,124.69,743.77,200.28,648.87,51.55,320.16,0.76,466.87,0.0,378.81,318.85,351.09,330.64,277.75,1.28,270.48,0.88,313.73,0.0,313.32,192.87,333.16,682.64,358.06,198.8,4573.86,78.26,2302.05,85.58,3067.29,47.02,455.58,405.5,445.23,391.94,413.73,399.71,386.26,365.34,405.23,262.3,279.06,254.26,216.59,333.26,288.66,718.93,491.32,764.66,560.92,231.04,564.46,199.39,568.75,314.81,394.07,385.16
PTHR10344,16.84,16.31,14.28,26.26,20.38,31.17,41.93,34.7,9.4,16.64,2.59,26.37,2.39,17.23,4.63,10.31,0.0,10.03,0.0,9.77,0.0,7.82,16.7,10.25,23.12,37.16,24.33,12.44,2.41,20.95,1.7,15.42,3.43,20.16,0.0,9.99,2.88,12.76,0.76,7.35,1.73,2.81,0.0,6.28,1.15,21.92,30.49,1.56,15.92,1.89,18.68,5.0,48.14,0.76,26.76,0.0,20.83,0.0,39.92,0.2,3.97,24.29,3.57,23.21,5.64,20.86,13.07,1.69,8.11,1.31,13.55,1.94,5.13,1.07,0.0,7.55,5.24,4.66,9.05,13.54,88.8,6.92,6.25,17.32,4.26,38.22,0.0,21.17,0.0,1.69,25.27,0.7,20.44,0.0,24.98,2.05,0.0,6.68,0.0,2.41,0.0,9.79,0.0,9.11,0.0,9.39,1.13,17.03,9.05,12.31,15.67,5.69,0.0,9.85,10.3,8.65,0.0,25.32,0.0,25.47,0.0,24.86,19.68,0.0,2.7,1.22,1.45,1.04,0.0,7.18,5.08,2.92,2.51,1.28,0.0,7.83,0.0,12.64,0.0,7.95,34.19,39.56,37.02,24.12,0.0,24.56,0.0,23.33,0.0,35.28,0.87,32.85,7.57,35.27,1.8,22.96,6.21,31.66,3.67,26.23,4.42,1.45,2.88,1.11,1.71,11.68,2.64,8.72,2.39,8.12,3.36,15.05,1.32,19.28,1.93,19.6,8.5,3.6,10.85,8.75,16.49,12.25,20.51,14.31,8.68,20.51,17.97
PTHR20854,83.19,72.59,67.95,62.97,72.57,57.27,84.09,73.14,27.38,73.53,173.1,88.15,91.95,79.53,193.02,62.39,8.56,60.94,3.96,33.75,0.18,71.41,81.48,63.07,90.66,90.48,138.57,67.96,94.16,85.45,52.43,56.03,126.84,63.16,25.38,68.12,56.11,67.93,62.87,26.91,1.31,26.52,0.88,30.29,4.18,79.22,90.23,1.52,96.76,71.83,77.36,113.7,123.69,44.74,104.03,0.0,113.32,0.16,116.78,5.05,23.07,121.39,20.97,104.56,26.37,114.08,114.66,158.55,63.86,140.22,66.63,46.91,62.3,23.24,0.0,291.82,87.33,71.29,67.28,71.81,373.58,282.21,259.34,213.48,20.08,296.97,0.0,194.9,1.34,17.45,126.02,5.47,124.84,5.51,132.15,102.63,0.0,107.0,1.48,97.96,0.0,264.27,3.58,264.63,4.41,281.58,7.47,292.4,43.16,337.97,64.02,201.93,9.48,70.65,72.28,67.06,0.29,168.74,0.21,133.33,0.17,117.18,84.08,53.43,61.6,125.03,37.18,178.68,20.61,207.83,21.76,246.66,45.64,139.09,8.97,76.8,0.0,110.41,0.0,85.07,130.78,140.38,136.53,142.33,0.43,135.54,0.0,133.69,0.53,137.61,14.39,130.4,60.68,130.7,18.04,86.36,29.25,118.23,22.02,76.5,9.67,153.1,168.89,167.72,217.23,135.78,216.56,103.53,224.24,119.89,158.62,88.47,157.33,68.2,174.05,77.82,214.49,141.19,218.43,201.45,45.86,261.42,85.16,158.16,64.95,116.42,111.85
PTHR20855,143.82,140.47,143.84,128.88,38.49,97.74,67.95,118.41,29.83,148.12,83.12,150.59,46.06,129.46,124.34,129.32,1.95,119.7,0.0,73.58,0.0,114.98,25.66,104.8,23.36,92.81,19.62,143.5,42.6,132.92,26.2,116.41,95.89,122.23,14.48,116.23,55.35,113.61,55.17,79.82,3.28,88.36,0.79,88.11,5.37,49.59,19.98,4.35,84.43,39.51,74.46,40.13,111.81,15.78,41.11,0.0,61.9,0.15,46.68,0.99,26.04,33.41,16.19,36.13,26.43,32.42,35.22,58.11,28.87,63.1,29.16,41.21,49.17,16.02,0.0,39.3,101.28,59.76,35.24,28.82,44.63,134.78,143.42,78.46,5.08,134.12,0.0,79.64,0.0,17.51,54.89,5.74,48.5,6.05,61.99,56.46,0.0,46.45,0.0,56.3,0.0,105.46,1.86,88.2,0.0,122.25,0.61,128.47,26.85,159.45,40.04,71.07,3.4,20.84,17.4,16.04,0.0,29.3,0.19,28.64,0.0,44.69,15.62,14.03,9.98,55.78,11.87,53.51,5.88,55.19,3.97,45.39,3.71,55.53,2.93,66.57,0.0,62.98,0.0,57.6,36.81,36.48,36.12,48.42,0.13,44.91,0.0,48.14,0.16,37.95,22.45,37.11,61.38,38.44,19.28,27.52,10.61,29.79,11.76,37.89,7.13,99.43,75.89,66.25,66.87,107.89,55.93,149.94,67.76,141.67,83.44,69.16,75.7,42.97,73.56,57.88,199.82,46.44,125.56,107.9,25.04,93.76,19.67,223.38,35.17,76.07,36.08
PTHR20852,643.68,667.22,723.05,580.67,821.22,552.28,596.09,548.96,334.28,612.56,4027.17,440.65,1839.18,807.54,6818.15,860.01,268.59,791.51,215.19,507.8,115.68,615.58,328.72,563.13,353.21,346.59,267.41,687.11,388.11,481.92,267.98,658.64,541.33,927.87,1586.95,1699.35,8077.7,2254.41,10976.44,565.85,55.23,441.45,26.23,641.21,60.64,656.88,741.46,19.12,1084.12,2029.25,1225.03,1983.77,866.75,551.16,882.44,89.33,2431.51,212.32,659.4,133.27,114.24,570.88,81.36,612.34,113.16,667.03,410.01,441.5,381.98,469.17,2706.82,9575.66,2057.9,6453.7,23161.48,4613.56,660.13,295.59,739.42,540.96,3351.99,7534.11,7270.39,3276.92,33782.13,6735.59,97177.11,4046.69,102468.14,2273.14,742.7,740.01,521.88,812.84,552.46,82651.32,262740.43,70046.66,246995.7,90975.27,294413.94,3519.59,699.87,3928.8,964.0,3975.24,849.45,6790.2,322.5,6213.65,351.06,4029.73,149.26,516.03,546.86,428.61,19.79,558.19,34.14,522.79,19.08,422.27,633.18,205.74,631.2,695.28,641.62,642.51,153072.43,20775.4,134610.26,24143.1,71546.01,16532.13,175.57,256.36,10.14,261.33,0.0,211.94,489.48,457.14,476.4,572.7,21.23,653.75,60.14,645.01,28.98,1072.89,6980.9,3050.03,26002.25,916.63,7006.54,840.89,263.86,861.74,285.39,791.81,264.96,658.84,553.45,615.33,2229.53,17798.88,2578.2,21072.52,4685.59,28049.49,415.92,319.71,304.18,270.68,464.96,282.13,28773.85,16123.33,24461.57,16061.43,51382.37,20770.84,108915.79,37992.77,101799.65,350.65,306.97
PTHR14152,31.09,35.8,45.91,34.6,82.66,42.62,148.14,51.0,77.05,22.99,5.37,28.23,5.96,23.63,6.82,37.98,2.78,37.57,0.0,30.62,0.0,31.07,20.21,37.08,14.33,27.41,15.89,28.61,3.22,29.83,1.79,37.69,5.09,53.33,3.22,18.38,1.64,31.37,6.77,33.97,2.58,29.85,0.36,30.19,5.13,95.17,93.25,65.17,111.16,3.88,79.92,5.21,78.89,0.96,78.82,0.4,76.6,0.0,76.16,5.13,60.54,14.83,48.03,15.1,60.61,17.93,42.19,1.5,65.66,5.77,128.51,3.44,104.76,0.49,0.0,5.55,156.06,46.37,99.32,42.83,9.15,9.7,9.98,26.95,4.99,19.86,0.0,31.75,0.0,0.28,18.64,0.55,18.5,0.0,15.54,9.58,0.0,11.64,0.0,8.97,0.0,9.41,0.0,10.87,0.0,11.11,0.0,7.16,29.29,7.84,30.04,3.85,3.93,16.42,14.74,9.3,0.0,26.64,0.0,22.55,0.0,23.53,15.61,0.0,9.58,5.11,6.29,3.18,7.54,10.87,5.26,9.05,4.81,10.77,1.34,62.85,0.0,43.1,0.0,50.15,24.1,24.92,28.27,20.96,0.0,20.29,0.0,23.94,0.0,24.32,0.0,22.94,5.18,20.62,0.0,22.4,11.69,18.56,11.21,20.92,6.73,7.94,5.73,6.56,7.17,7.19,6.74,4.81,11.42,7.76,8.87,42.12,6.94,37.83,7.26,41.96,6.8,9.88,9.48,5.81,48.94,7.54,24.69,8.94,28.88,41.67,43.04
PTHR21396,162.55,172.65,166.79,90.15,60.74,106.82,59.78,128.74,21.98,110.57,62.35,115.96,35.51,127.6,59.78,145.41,3.2,133.46,0.0,63.76,0.0,157.65,6.43,177.88,4.84,264.91,4.46,115.5,11.84,119.64,6.56,126.64,20.68,137.35,2.49,130.31,12.46,155.74,11.24,95.54,0.48,74.92,0.0,88.42,1.37,89.1,71.55,1.59,75.9,35.98,71.89,40.74,65.79,20.95,73.12,0.31,72.48,0.3,69.94,8.94,14.39,8.58,12.51,9.18,14.16,9.99,57.68,19.14,38.08,13.86,45.85,11.34,63.6,3.8,0.0,31.59,64.61,15.49,56.42,8.73,73.17,61.31,74.9,100.01,32.14,81.13,1.66,85.07,0.0,4.97,10.09,1.7,13.42,3.29,8.44,44.5,0.0,45.02,0.0,30.02,0.0,81.18,0.0,88.15,0.0,75.65,0.0,83.89,7.62,81.46,6.94,60.5,1.1,78.08,59.43,63.32,0.0,7.67,0.0,10.88,0.0,10.16,69.45,8.51,63.62,23.53,50.23,19.3,25.12,20.0,17.12,22.16,25.99,23.26,26.77,14.39,0.0,21.21,0.0,17.97,12.15,11.09,9.02,10.89,0.0,9.42,0.0,11.23,0.6,10.43,4.81,8.94,21.05,11.63,8.62,8.36,1.86,8.29,6.44,8.12,0.0,20.3,20.18,19.2,27.63,26.37,36.44,42.77,24.45,34.6,19.85,17.54,21.46,16.99,14.87,19.92,37.45,23.7,41.49,28.66,12.45,36.86,11.09,35.8,9.36,20.92,20.05
PTHR21512,8.48,9.28,8.71,12.15,17.84,12.51,14.57,13.52,6.41,10.64,23.29,9.76,14.25,9.79,26.94,9.08,1.38,8.89,0.0,9.95,0.0,3.93,1.52,4.15,1.98,9.85,1.27,11.59,16.15,9.04,6.77,12.51,10.75,11.93,4.71,6.32,9.09,5.9,7.08,7.19,0.23,6.07,0.0,6.18,0.22,19.24,11.67,0.5,19.54,10.54,18.06,17.29,20.71,3.69,16.1,0.0,14.53,0.0,24.76,0.93,7.08,0.78,5.04,1.44,9.75,1.23,14.25,5.25,12.55,21.95,10.75,15.4,14.92,3.05,0.0,18.31,21.6,1.87,15.58,1.27,29.13,34.57,33.23,21.36,0.75,24.92,0.0,19.53,0.0,1.19,1.74,1.37,1.09,1.55,1.55,15.95,0.0,23.41,0.0,16.13,0.0,35.66,0.0,38.05,0.0,33.51,0.0,28.6,1.45,29.16,1.47,20.78,0.0,8.37,3.37,1.36,0.0,1.61,0.0,1.9,0.0,2.35,7.26,7.71,3.01,2.81,10.51,11.93,5.28,29.79,0.0,21.14,0.0,23.95,0.66,1.91,0.0,2.41,0.0,0.93,3.22,2.56,2.57,1.15,0.0,1.82,0.0,1.01,0.0,3.61,3.32,2.23,11.81,2.63,2.32,1.4,0.0,2.34,1.04,1.83,1.65,10.65,14.51,17.09,19.96,24.58,14.87,23.26,18.73,27.13,13.4,0.82,13.14,2.49,11.29,3.33,28.98,26.72,22.76,24.51,3.46,27.24,0.0,26.99,0.71,2.81,2.75
PTHR21368,525.86,437.06,419.54,259.21,121.33,347.64,137.7,402.02,71.87,362.81,220.05,488.37,107.97,412.85,267.46,373.31,7.47,384.23,3.05,140.89,0.0,466.11,86.08,496.23,74.84,322.12,46.64,332.75,96.14,467.88,43.18,396.36,84.5,320.14,20.73,440.16,48.25,474.54,50.08,184.67,1.24,175.71,1.5,179.57,3.65,169.81,141.17,12.41,172.9,75.33,139.5,125.94,176.32,53.27,266.65,0.0,285.42,0.13,207.52,7.52,70.48,135.92,73.49,132.77,80.53,122.98,628.54,178.03,142.03,177.76,157.52,41.8,168.52,12.09,0.0,457.61,249.03,64.64,170.46,71.81,415.42,279.34,284.23,190.1,36.94,250.11,1.37,204.66,0.63,17.61,238.48,6.39,240.62,8.88,232.57,88.1,4.42,88.65,0.0,82.38,0.0,225.62,0.0,240.36,0.0,225.52,1.55,285.75,39.99,253.88,52.79,197.28,3.47,109.76,107.34,58.67,0.05,180.05,0.17,230.47,0.0,188.71,112.26,101.86,98.93,162.0,61.19,177.51,18.17,157.77,29.7,157.08,54.02,141.53,24.6,74.71,0.0,79.52,0.0,78.26,160.32,166.35,143.92,267.45,2.53,246.86,1.11,284.04,0.0,208.5,15.15,138.59,63.73,159.94,12.41,283.34,14.06,298.7,25.99,210.7,7.41,117.81,148.94,153.97,270.25,117.0,299.02,94.25,283.88,107.07,165.26,98.18,186.66,70.52,151.21,84.81,392.66,138.3,408.53,180.23,76.47,135.73,48.85,131.74,72.66,158.38,140.55
PTHR11819,0.85,0.81,1.1,3.38,57.09,4.19,19.29,2.7,13.3,3.42,123.79,1.64,67.31,0.74,139.19,5.4,8.64,6.43,9.43,75.34,0.0,0.0,75.2,0.0,69.44,4.64,100.2,2.81,78.9,3.32,33.9,17.6,66.12,4.03,102.23,0.45,33.57,0.23,38.62,76.41,4.54,77.85,1.37,67.3,10.32,121.88,102.64,8.1,45.69,41.77,42.87,110.98,16.33,15.41,117.5,0.15,227.83,0.1,105.91,13.48,1.86,178.46,1.54,182.76,3.37,267.84,260.27,94.24,25.32,76.4,108.04,35.69,111.9,4.03,15.49,294.06,66.91,173.5,61.59,302.59,757.87,181.75,166.32,176.86,61.63,195.22,6.02,199.17,0.46,6.26,185.16,3.56,176.27,2.45,198.52,75.99,0.0,110.25,0.0,80.14,4.82,569.86,5.14,800.96,22.51,395.89,6.93,528.89,87.86,195.24,89.55,432.91,20.56,118.34,77.24,49.61,0.0,116.01,0.0,134.7,0.0,112.12,145.21,30.01,90.9,95.32,71.65,98.39,46.61,436.51,31.51,297.29,61.14,254.66,23.56,100.97,0.0,105.08,0.0,87.42,77.61,78.11,81.01,130.62,0.0,168.65,0.0,150.22,0.0,149.88,11.5,79.47,39.77,85.71,8.52,335.65,57.4,322.44,36.24,688.93,118.51,94.79,69.68,110.27,113.79,155.15,152.07,118.62,107.25,96.19,341.05,875.89,167.74,422.02,86.94,524.04,110.09,144.52,378.62,798.53,224.77,997.13,102.77,88.49,65.64,122.3,89.85
