Label,DC10_R1T6_1,DC10_R2T6_1,DC10_R3T6_1,DC12_R1T6_1,DC12_R1T6_2,DC12_R2T6_1,DC12_R2T6_2,DC12_R3T6_1,DC12_R3T6_2,DC13_R1T6_1,DC13_R1T6_3,DC13_R2T6_1,DC13_R2T6_3,DC13_R3T6_1,DC13_R3T6_3,DC14_R1T6_1,DC14_R1T6_4,DC14_R2T6_1,DC14_R2T6_4,DC14_R3T6_1,DC14_R3T6_4,DC15_R1T6_1,DC15_R1T6_5,DC15_R2T6_1,DC15_R2T6_5,DC15_R3T6_1,DC15_R3T6_5,DC16_R1T6_1,DC16_R1T6_6,DC16_R2T6_1,DC16_R2T6_6,DC16_R3T6_1,DC16_R3T6_6,DC17_R1T6_1,DC17_R1T6_7,DC17_R2T6_1,DC17_R2T6_7,DC17_R3T6_1,DC17_R3T6_7,DC18_R1T6_1,DC18_R1T6_8,DC18_R2T6_1,DC18_R2T6_8,DC18_R3T6_1,DC18_R3T6_8,DC20_R1T6_2,DC20_R2T6_2,DC20_R3T6_2,DC23_R1T6_2,DC23_R1T6_3,DC23_R2T6_2,DC23_R2T6_3,DC23_R3T6_2,DC23_R3T6_3,DC24_R1T6_2,DC24_R1T6_4,DC24_R2T6_2,DC24_R2T6_4,DC24_R3T6_2,DC24_R3T6_4,DC25_R1T6_2,DC25_R1T6_5,DC25_R2T6_2,DC25_R2T6_5,DC25_R3T6_2,DC25_R3T6_5,DC26_R1T6_2,DC26_R1T6_6,DC26_R2T6_2,DC26_R2T6_6,DC27_R1T6_2,DC27_R1T6_7,DC27_R2T6_2,DC27_R2T6_7,DC27_R3T6_2,DC27_R3T6_7,DC28_R1T6_2,DC28_R1T6_8,DC28_R2T6_2,DC28_R2T6_8,DC30_R1T6_3,DC30_R2T6_3,DC30_R3T6_3,DC34_R1T6_3,DC34_R1T6_4,DC34_R2T6_3,DC34_R2T6_4,DC34_R3T6_3,DC34_R3T6_4,DC35_R1T6_3,DC35_R1T6_5,DC35_R2T6_3,DC35_R2T6_5,DC35_R3T6_3,DC35_R3T6_5,DC36_R1T6_3,DC36_R1T6_6,DC36_R2T6_3,DC36_R2T6_6,DC36_R3T6_3,DC36_R3T6_6,DC37_R1T6_3,DC37_R1T6_7,DC37_R2T6_3,DC37_R2T6_7,DC37_R3T6_3,DC37_R3T6_7,DC38_R1T6_3,DC38_R1T6_8,DC38_R2T6_3,DC38_R2T6_8,DC38_R3T6_3,DC38_R3T6_8,DC40_R1T6_4,DC40_R2T6_4,DC40_R3T6_4,DC45_R1T6_4,DC45_R1T6_5,DC45_R2T6_4,DC45_R2T6_5,DC45_R3T6_4,DC45_R3T6_5,DC46_R1T6_4,DC46_R1T6_6,DC46_R2T6_4,DC46_R2T6_6,DC46_R3T6_4,DC46_R3T6_6,DC47_R1T6_4,DC47_R1T6_7,DC47_R2T6_4,DC47_R2T6_7,DC47_R3T6_4,DC47_R3T6_7,DC48_R1T6_4,DC48_R1T6_8,DC48_R2T6_4,DC48_R2T6_8,DC48_R3T6_4,DC48_R3T6_8,DC50_R1TWB_5,DC50_R2TWB_5,DC50_R3TWB_5,DC56_R1T6_5,DC56_R1T6_6,DC56_R2T6_5,DC56_R2T6_6,DC56_R3T6_5,DC56_R3T6_6,DC57_R1TWB_5,DC57_R1TWB_7,DC57_R2TWB_5,DC57_R2TWB_7,DC57_R3TWB_5,DC57_R3TWB_7,DC58_R1T6_5,DC58_R1T6_8,DC58_R2T6_5,DC58_R2T6_8,DC58_R3T6_5,DC58_R3T6_8,DC60_R1T6_6,DC60_R2T6_6,DC60_R3T6_6,DC67_R1T6_6,DC67_R1T6_7,DC67_R2T6_6,DC67_R2T6_7,DC67_R3T6_6,DC67_R3T6_7,DC68_R1T6_6,DC68_R1T6_8,DC68_R2T6_6,DC68_R2T6_8,DC68_R3T6_6,DC68_R3T6_8,DC70_R1TWB_7,DC70_R2T6_7,DC70_R3TWB_7,DC78_R1T6_7,DC78_R1T6_8,DC78_R2T6_7,DC78_R2T6_8,DC78_R3T6_7,DC78_R3T6_8,DN82_R3TX_8,DN86_R1TX_8
PTHR30191,61.76,63.25,68.35,229.0,310.58,245.54,349.68,269.58,245.27,124.53,37.07,87.69,34.67,101.41,24.54,223.17,47.42,230.73,24.59,386.82,7.71,79.97,76.47,68.9,68.2,145.01,89.87,165.34,227.05,161.0,144.06,186.02,660.91,370.05,34.08,51.32,16.3,60.41,33.74,513.25,13.6,368.28,5.09,448.61,22.05,170.87,349.33,37.49,224.45,129.0,288.0,233.57,396.12,83.54,269.81,3.16,272.12,5.31,379.09,61.38,249.87,51.08,158.5,60.44,250.35,62.88,275.17,443.3,234.28,527.67,584.16,13.83,461.97,1.84,0.52,335.04,257.25,44.82,370.45,21.19,281.45,51.92,49.4,222.04,279.18,211.11,25.22,329.05,14.19,9.02,61.84,8.8,59.52,14.75,58.64,109.26,1.8,74.86,2.83,104.39,8.12,240.96,24.42,273.32,62.58,220.59,28.89,404.61,45.13,246.06,35.02,382.78,3.82,593.13,526.7,451.61,2.07,60.07,3.02,58.81,2.18,52.75,608.72,394.09,290.67,541.71,371.93,658.36,328.15,51.77,275.75,44.49,376.44,95.89,55.36,66.16,4.5,70.03,0.0,72.13,29.05,27.85,31.57,44.6,19.63,57.66,20.95,46.62,20.65,38.75,3.34,15.56,8.01,14.18,1.45,13.29,18.54,26.97,16.32,18.85,15.8,411.79,545.73,428.71,250.35,32.52,226.13,11.51,258.65,12.71,271.95,46.67,274.31,37.25,265.08,42.3,9.99,75.79,19.86,76.18,37.81,87.07,27.16,37.65,41.64,51.75,48.86
PTHR18952,36.74,43.53,46.21,53.22,3.09,46.34,5.07,39.19,2.41,86.42,153.95,54.08,98.8,55.0,147.39,51.41,21.19,54.39,3.56,47.19,0.47,61.38,38.82,55.38,36.53,28.0,44.65,76.77,2.24,56.04,4.38,75.45,3.15,36.16,56.61,35.01,3.3,30.92,2.79,33.05,0.69,20.43,0.0,31.16,1.19,6.84,8.6,0.48,3.83,58.78,8.08,99.74,2.53,30.25,4.28,1.08,6.64,0.39,11.74,20.16,7.13,61.98,14.49,57.05,6.66,66.23,1.96,3.9,10.84,3.9,3.82,4.77,2.99,0.88,0.0,36.67,5.51,3.92,3.64,7.53,168.38,202.36,215.07,124.56,96.24,169.49,4.53,92.27,0.0,19.84,54.62,7.85,49.36,13.37,52.25,92.98,0.0,91.72,0.0,94.52,0.0,144.19,20.41,154.62,0.0,178.64,0.0,149.25,1.86,213.89,0.0,178.99,0.43,181.08,166.39,127.95,0.0,47.56,0.0,53.85,0.0,43.14,183.24,0.0,144.39,1.95,47.57,2.31,109.27,20.4,72.44,18.42,126.73,10.46,30.54,4.09,0.0,8.15,0.0,8.17,86.94,86.79,80.56,47.02,0.0,48.7,0.0,43.66,0.0,78.13,0.0,73.59,0.57,71.87,0.78,43.29,1.42,55.34,1.27,49.17,0.0,2.49,0.97,1.7,19.92,424.39,20.03,181.9,21.95,264.62,6.8,2.05,10.57,3.03,5.69,3.01,10.86,5.37,8.72,156.37,5.05,8.31,7.29,19.33,2.55,7.87,6.39
PTHR13082,24.57,18.95,20.58,15.72,35.73,15.4,40.59,16.92,19.51,18.62,33.09,23.01,25.11,26.99,37.35,13.57,3.54,17.93,2.34,11.72,0.0,17.59,16.93,17.1,20.5,32.21,32.16,13.5,9.4,16.43,7.8,20.97,10.9,13.47,4.33,20.58,12.75,21.66,13.12,9.06,3.56,11.74,0.78,10.04,4.09,43.28,35.65,2.29,38.43,24.15,37.25,42.85,39.94,25.74,43.14,0.0,33.47,0.0,40.84,2.37,22.49,26.85,19.88,23.87,20.57,28.68,36.48,13.53,30.39,10.85,31.6,15.4,32.27,7.68,0.0,23.94,37.72,19.42,30.11,17.54,63.83,44.19,39.36,60.01,4.83,41.91,0.0,37.76,0.0,5.9,24.52,6.87,26.67,3.4,26.68,28.18,0.0,27.21,0.0,17.9,0.0,37.28,0.0,34.72,2.88,38.11,0.0,49.96,12.59,37.21,19.25,42.04,0.89,15.28,13.53,7.41,0.0,24.97,0.0,34.02,0.0,25.57,14.31,0.0,11.98,7.17,7.85,6.35,1.89,19.71,8.29,28.85,9.58,27.66,3.11,16.28,0.0,20.29,0.0,17.28,28.03,28.76,30.68,24.15,0.0,26.16,0.0,28.92,0.0,31.65,2.18,26.72,8.96,26.11,1.26,28.17,5.35,32.83,5.63,26.61,2.53,8.63,12.37,8.47,13.72,23.76,2.36,27.94,12.9,23.01,12.13,16.78,7.62,11.65,5.44,19.31,21.66,21.8,24.49,17.36,21.71,21.38,40.67,28.05,21.47,23.15,19.7
PTHR10629,11.07,13.74,12.84,14.76,178.25,14.78,195.43,15.44,239.91,13.62,26.12,19.49,15.71,11.29,30.55,11.94,99.21,12.37,112.71,7.25,14.02,9.45,68.51,9.66,73.47,16.08,80.02,13.1,98.74,14.23,60.89,11.76,108.21,14.14,28.64,12.28,19.21,12.61,19.5,6.94,0.0,5.38,0.59,8.61,0.92,151.31,146.82,5.5,105.84,12.42,121.76,21.29,173.88,5.75,158.9,2.05,143.43,1.25,157.97,11.7,89.95,62.11,68.94,57.8,95.75,77.77,72.81,84.11,98.14,63.05,151.94,10.27,128.7,5.95,0.0,53.63,114.83,2.76,122.33,7.64,62.09,33.14,27.99,25.25,10.35,41.31,6.14,29.15,1.98,0.47,61.91,1.61,61.73,0.0,63.55,21.94,0.0,14.58,0.0,15.2,0.0,41.78,0.0,40.91,0.0,35.53,0.0,41.55,9.35,41.94,15.57,30.34,1.53,38.64,28.99,20.56,5.76,88.72,0.0,80.36,0.62,75.73,32.72,28.49,20.65,55.49,27.01,104.79,13.46,33.45,15.94,25.1,23.09,26.91,10.19,2.5,0.0,5.83,0.0,5.17,84.39,83.39,90.94,70.43,0.78,78.53,0.0,69.34,0.5,95.98,1.64,71.63,8.93,67.56,4.03,50.99,1.1,59.93,0.98,52.75,0.0,128.77,115.5,119.23,115.4,17.7,115.75,19.85,109.45,12.1,77.14,7.38,78.43,6.41,79.75,8.08,45.48,40.3,46.25,31.18,9.14,35.27,12.78,15.66,5.63,3.05,6.33
PTHR13124,43.54,38.79,36.17,22.38,19.18,30.94,19.45,38.04,8.14,26.77,12.09,29.3,9.21,30.33,13.38,30.64,2.63,33.06,4.56,12.68,0.0,42.85,5.84,51.29,11.2,106.27,10.2,21.87,6.13,32.65,6.39,26.93,7.41,33.23,5.24,31.17,7.91,40.63,6.25,19.58,0.0,18.38,0.0,17.31,0.0,23.54,25.03,0.34,20.73,10.23,20.56,11.11,19.66,6.08,25.52,0.0,25.92,0.0,19.87,3.19,8.74,13.07,4.93,12.48,7.35,16.34,39.54,10.56,14.0,9.91,16.46,10.55,23.2,5.81,0.5,20.19,19.06,1.32,19.6,3.75,27.77,14.87,14.73,11.72,11.05,11.4,2.13,12.15,0.0,4.21,12.39,0.77,16.16,2.29,13.28,9.94,0.0,9.77,0.0,9.8,0.0,12.97,0.0,15.13,0.0,12.9,0.0,11.94,1.15,14.4,1.85,8.39,0.27,20.05,23.87,19.07,0.0,13.86,0.41,17.47,0.0,17.52,18.63,10.05,16.45,18.59,12.48,9.2,9.68,15.39,5.57,14.8,17.43,14.03,3.82,3.18,0.0,2.7,0.0,3.27,13.08,12.89,13.14,19.01,0.0,17.94,0.0,19.45,0.0,14.84,0.0,10.3,2.08,11.12,2.39,11.39,0.0,15.26,0.0,10.91,0.0,6.1,9.82,7.1,16.41,22.41,15.11,14.54,15.76,26.3,7.38,3.92,7.51,1.57,10.86,2.35,24.18,16.79,23.36,23.93,2.6,32.81,3.41,23.42,2.13,3.13,4.1
PTHR31503,64.31,64.0,65.6,72.5,64.61,58.73,53.98,60.03,31.05,64.74,52.54,70.93,43.59,62.47,43.62,52.95,11.99,55.38,2.65,93.88,0.0,40.49,62.77,40.67,68.26,79.76,144.5,60.99,82.86,91.81,116.18,69.8,136.31,93.61,34.62,56.58,29.34,55.55,33.56,109.38,14.16,119.95,2.53,112.68,26.72,113.37,94.57,0.67,68.05,37.76,103.13,49.34,65.81,38.6,88.95,0.59,134.72,0.95,67.89,12.25,46.04,147.6,41.84,148.58,45.08,157.77,104.19,106.78,48.0,105.59,62.35,33.53,117.96,11.88,0.0,74.61,86.07,103.53,101.81,78.78,80.45,77.43,89.5,96.29,31.02,68.81,1.24,39.93,0.0,8.12,113.31,7.97,107.91,7.94,120.03,61.33,2.69,39.66,0.0,68.54,0.0,90.49,11.06,79.22,10.12,79.82,5.48,24.42,76.87,57.54,96.91,30.29,6.64,57.05,45.5,32.45,0.0,119.17,0.0,84.41,0.0,96.07,80.25,43.96,57.1,127.48,33.42,111.93,28.71,46.15,28.73,47.84,53.27,38.35,10.19,90.07,0.0,101.21,0.0,89.41,89.61,107.6,113.81,103.43,0.82,96.99,0.31,112.24,2.85,103.08,4.25,80.31,13.63,83.47,3.83,99.54,40.79,90.22,42.64,108.09,43.37,127.51,106.52,104.59,141.32,121.33,136.64,126.04,132.07,117.56,145.22,105.89,125.64,68.14,148.25,92.08,83.22,42.19,89.17,113.75,100.48,110.59,69.61,113.38,70.63,74.53,60.08
PTHR10996,230.05,187.68,182.85,95.34,108.21,140.55,91.17,159.98,53.13,111.19,163.97,151.19,103.07,136.63,164.68,162.34,26.01,142.63,5.2,53.11,0.0,237.58,97.89,208.49,104.84,390.98,209.03,101.92,407.06,174.47,286.5,73.09,854.04,134.1,60.17,189.81,56.02,247.32,53.1,67.14,12.17,54.11,4.88,54.31,25.83,99.25,92.51,2.73,113.08,80.44,132.88,176.65,116.03,69.07,143.67,2.05,99.02,0.38,133.43,39.17,92.64,130.29,78.82,127.9,104.33,152.04,283.44,654.37,91.13,530.8,106.74,95.83,118.12,28.71,0.0,200.44,114.51,65.54,112.0,93.81,313.84,163.34,163.87,89.82,73.48,94.54,2.77,113.87,0.0,39.76,168.6,14.49,162.16,19.46,169.4,86.21,9.4,79.31,1.72,96.14,11.96,160.71,3.16,166.87,15.99,142.69,7.85,146.05,67.18,133.44,74.5,106.59,8.68,85.84,90.44,55.82,0.0,178.18,0.48,176.04,0.0,156.75,116.4,198.51,99.83,847.6,84.24,609.57,34.67,166.77,52.86,139.07,61.61,142.3,48.7,58.12,0.0,77.22,0.0,61.09,131.01,138.16,130.16,173.37,14.35,183.52,13.32,186.07,14.44,151.52,32.28,135.84,85.29,136.76,38.68,158.37,22.11,181.39,21.88,123.32,15.44,639.98,650.65,658.9,471.46,163.87,509.78,135.11,457.67,150.07,539.39,83.47,507.41,64.21,526.82,85.17,195.16,118.03,193.69,172.11,75.22,156.15,73.35,134.12,71.67,111.99,102.05
PTHR10997,86.67,85.61,84.21,84.07,85.94,103.41,110.93,104.56,59.65,75.3,113.27,80.92,109.35,72.49,129.96,107.24,13.84,105.33,8.12,50.72,0.0,75.3,120.02,82.98,116.04,76.17,124.56,78.71,75.41,87.08,58.54,92.64,83.66,95.07,63.44,64.02,61.48,76.71,76.53,55.87,5.74,46.21,2.72,58.75,9.06,106.19,77.42,11.29,103.39,113.54,100.07,137.52,145.07,106.75,87.85,0.36,74.12,0.0,116.92,15.65,64.09,127.41,65.77,132.94,70.15,152.47,88.62,84.36,91.85,89.69,82.98,91.68,79.23,45.48,0.0,105.23,112.13,51.04,79.76,84.88,185.32,150.83,137.41,138.87,37.64,156.53,0.0,145.03,0.0,53.14,130.08,21.74,127.03,14.72,121.76,103.41,0.0,139.68,0.0,92.59,0.0,173.92,0.0,165.3,0.65,173.95,1.19,119.17,39.01,143.83,68.12,101.49,3.92,50.42,32.16,21.2,0.0,164.87,0.0,162.82,0.0,133.28,65.04,39.34,37.16,73.04,56.31,93.61,39.27,157.74,42.03,132.18,45.37,148.62,22.1,53.8,0.0,78.58,0.0,67.27,137.06,137.74,140.79,111.78,0.0,128.96,0.35,122.53,0.21,158.45,16.37,123.96,39.8,115.42,19.05,105.9,18.28,143.21,12.8,104.42,11.94,76.87,93.48,77.2,108.1,136.74,130.3,125.99,113.85,143.06,91.18,56.01,94.02,40.54,78.38,45.83,151.72,119.65,120.48,143.47,39.58,154.26,49.53,143.7,32.45,70.54,65.23
PTHR13120,42.13,46.07,41.18,28.25,11.14,21.68,10.89,23.58,6.08,32.21,8.36,37.14,24.22,30.43,10.58,35.25,4.51,32.33,3.41,15.39,0.0,34.73,14.38,42.6,19.65,35.43,22.76,34.52,24.65,32.69,23.13,35.54,18.52,26.04,13.64,38.99,12.79,43.62,30.57,14.0,2.59,18.69,1.22,17.7,7.01,17.29,8.92,1.07,12.97,6.0,11.63,7.01,16.42,18.59,13.49,0.0,14.66,0.0,15.61,5.4,13.17,20.67,20.65,19.11,16.78,22.09,278.34,22.19,30.09,19.21,9.85,33.17,8.9,9.14,0.0,50.47,13.86,22.98,7.26,13.65,31.67,14.93,14.66,66.4,12.98,48.31,0.0,94.57,0.0,3.3,26.65,0.97,24.97,1.58,26.76,26.7,0.0,30.22,13.1,14.14,0.0,18.58,5.52,23.23,0.0,21.61,11.89,24.74,20.15,12.67,26.44,20.23,2.31,18.54,22.75,19.66,0.39,25.73,0.3,22.27,0.0,24.7,17.43,10.39,19.28,30.21,13.2,22.73,2.76,53.31,8.66,60.99,12.36,71.56,6.52,20.66,0.0,24.64,0.0,24.73,26.63,28.27,23.6,29.71,6.38,26.24,7.21,26.56,6.81,25.61,7.2,20.07,18.22,22.74,5.2,15.16,6.05,19.49,4.05,17.61,3.94,30.18,25.09,25.57,32.92,45.31,31.26,46.29,29.01,47.26,28.79,16.25,23.77,10.51,31.0,17.16,49.87,42.18,48.92,58.28,18.9,59.13,22.38,64.61,15.06,28.5,27.03
PTHR12363,33.33,37.61,40.03,31.66,40.78,30.21,35.1,33.41,15.61,30.16,61.0,32.25,43.21,26.07,56.54,28.65,1.93,28.59,0.0,17.61,0.0,29.38,28.53,34.62,35.51,35.62,40.51,27.38,62.24,35.2,32.67,29.11,74.71,31.54,12.73,24.87,20.07,28.47,23.94,16.47,5.03,13.13,0.88,16.61,10.2,44.66,40.98,2.25,39.54,64.46,31.12,61.18,42.33,43.69,38.97,0.0,39.47,0.0,45.79,6.4,26.1,28.4,21.36,27.94,31.15,36.16,46.23,55.24,31.59,51.98,29.79,16.53,36.76,5.79,0.0,43.1,38.98,48.51,37.79,61.49,46.47,74.66,75.42,29.24,4.27,64.12,0.0,37.47,0.0,20.46,37.98,7.72,32.46,12.8,30.57,38.27,0.0,34.44,0.0,50.53,0.0,74.81,0.0,70.97,0.0,74.33,0.0,56.42,25.67,72.35,45.34,46.63,2.54,20.0,8.15,6.36,0.0,38.89,0.0,46.56,0.0,43.54,14.98,11.39,11.59,68.52,14.32,66.17,15.01,51.62,13.7,38.34,12.36,39.6,4.1,47.54,0.0,58.35,0.0,53.98,36.67,38.19,44.09,33.15,1.26,36.55,0.0,41.42,0.0,37.83,14.47,30.1,26.07,28.94,7.3,49.22,11.35,45.17,12.47,37.02,4.65,70.5,71.99,65.18,78.07,32.75,81.89,36.01,84.02,31.46,66.92,37.16,72.23,26.98,66.27,32.17,48.76,63.64,35.63,39.58,28.0,42.68,27.53,35.38,28.91,42.22,35.04
PTHR10992,489.95,508.87,501.99,646.46,429.07,526.61,369.04,645.16,194.1,666.21,1188.09,613.04,846.91,663.74,1303.69,553.84,29.87,598.99,22.79,713.45,3.02,373.92,196.55,395.85,215.84,325.33,214.45,602.06,563.22,597.29,387.41,568.66,681.76,644.34,312.21,463.34,682.83,457.18,781.73,718.4,105.61,756.74,47.21,708.11,204.48,498.26,405.92,44.56,473.08,1400.92,504.99,1374.89,529.38,911.43,415.94,1.15,332.82,0.91,435.43,49.45,333.37,274.93,386.07,267.99,383.22,289.34,778.44,630.86,336.29,627.49,346.12,623.8,388.78,414.61,57.07,981.1,455.91,695.07,375.35,472.15,1496.87,1485.02,1483.54,1279.82,115.58,1477.22,3.63,1338.55,3.04,294.01,347.61,152.5,306.4,159.88,351.79,786.21,2.4,953.67,4.65,847.13,0.0,1236.61,8.85,1195.39,17.55,1201.87,21.6,1620.22,541.04,1365.18,602.27,1402.25,115.86,245.45,204.8,140.27,0.0,296.4,0.96,373.82,0.0,335.16,243.68,248.69,208.54,633.32,148.07,687.76,101.97,1002.48,134.57,1010.08,190.52,1089.34,80.85,864.65,0.0,579.63,0.0,636.82,319.76,336.2,335.59,354.67,2.18,320.62,4.67,346.45,5.53,337.87,595.13,316.04,1150.3,296.68,462.64,447.47,151.17,406.46,151.42,395.82,107.54,760.68,585.47,671.0,865.02,870.82,873.25,936.52,872.08,911.77,777.64,571.03,698.67,344.68,709.69,658.92,1111.22,1035.41,1199.57,937.91,597.51,1075.98,428.54,968.92,559.29,469.03,478.74
PTHR10993,36.32,34.28,35.77,25.53,5.83,31.33,6.31,28.03,4.57,22.35,20.31,34.58,14.4,27.74,21.49,41.33,5.12,37.98,2.92,22.03,0.0,29.3,1.47,38.45,2.08,17.52,2.56,28.33,17.04,25.64,9.38,39.43,11.27,44.27,7.08,35.13,2.69,31.76,1.78,29.32,5.36,26.28,4.64,27.24,7.6,7.22,5.48,0.7,7.38,15.59,7.36,16.2,14.39,20.01,12.68,0.0,7.16,0.0,11.79,5.0,6.91,7.72,6.37,6.16,9.39,6.61,6.74,12.29,7.42,13.28,5.85,4.46,7.29,3.0,0.0,6.01,27.7,44.12,6.05,47.24,18.81,22.1,23.31,20.21,13.77,22.39,1.15,20.7,0.0,10.57,4.27,3.62,5.39,2.91,5.18,9.12,0.0,12.82,0.0,8.23,0.0,19.68,0.0,23.09,0.0,19.24,0.0,22.15,30.95,21.76,46.39,24.73,3.8,19.84,21.8,19.23,0.0,3.29,0.0,8.19,0.0,4.94,25.77,0.0,24.19,8.86,19.7,10.9,8.99,6.71,7.11,4.74,19.09,5.38,11.09,38.44,0.0,53.78,0.0,48.13,5.85,8.67,7.08,4.32,0.0,3.61,0.0,6.1,0.0,6.53,1.23,5.08,4.27,5.75,0.0,6.15,14.54,9.43,12.3,6.58,6.34,17.25,12.13,17.8,21.51,8.01,21.91,10.58,23.54,13.16,13.94,45.26,11.59,33.2,12.95,40.68,13.29,4.79,12.87,12.35,45.54,14.18,56.56,11.39,38.3,73.46,68.15
PTHR19957,108.47,143.56,139.31,191.28,86.7,198.09,87.48,198.61,72.03,170.85,317.39,148.52,251.94,147.84,386.21,194.06,38.15,209.76,26.98,174.33,4.98,117.83,96.41,143.17,112.81,151.09,110.97,174.18,160.7,151.89,163.52,214.62,203.41,189.8,149.8,97.21,122.14,106.46,115.58,158.33,53.41,139.82,17.64,166.83,90.37,93.94,65.77,10.64,85.46,372.04,83.09,363.17,92.02,282.12,80.03,2.78,93.77,5.36,78.48,54.35,62.02,159.57,51.77,149.1,63.31,149.43,77.92,231.94,77.67,313.48,63.89,144.75,72.24,73.49,0.0,120.62,103.68,335.23,67.29,278.16,287.45,374.41,383.75,265.4,108.21,297.73,6.65,267.02,2.13,68.82,129.71,37.01,126.07,37.87,134.32,233.95,0.0,210.29,0.0,214.24,7.62,386.47,28.37,413.97,34.0,373.22,23.17,287.79,161.73,337.82,314.17,262.64,32.15,171.35,176.04,140.59,1.18,147.91,1.37,130.97,0.72,136.35,210.66,108.25,191.42,209.43,162.84,221.95,79.24,152.04,75.55,182.02,114.39,155.95,57.84,432.32,4.06,277.23,0.0,323.58,140.86,161.64,153.5,123.23,15.85,117.05,10.21,128.6,7.65,146.77,78.8,141.2,154.22,136.7,75.94,134.33,58.97,134.68,53.02,152.39,56.11,206.18,193.13,209.04,251.54,242.46,244.88,222.22,271.84,260.9,245.51,241.59,216.03,119.48,230.74,235.96,204.76,242.44,199.52,220.11,188.9,266.86,140.01,244.72,203.78,284.2,230.39
PTHR23029,109.9,116.07,113.44,99.17,79.15,109.38,76.27,107.75,45.6,117.33,188.78,130.67,129.08,119.92,194.4,89.83,28.5,85.28,18.47,62.98,0.53,105.39,94.73,106.51,111.23,117.15,76.79,94.09,179.84,119.43,140.89,80.85,251.28,90.46,50.08,110.55,65.87,115.3,72.39,60.85,19.6,53.09,6.1,66.0,36.06,99.96,72.71,4.4,82.18,102.23,88.91,170.5,103.09,95.14,97.52,4.19,154.73,2.46,88.61,27.9,52.61,119.08,56.32,117.39,56.97,128.97,84.05,184.65,66.56,216.54,61.69,101.35,74.27,31.17,0.0,202.45,83.3,175.23,67.25,137.09,189.48,241.28,241.4,174.63,57.53,196.33,4.27,144.84,1.26,29.69,110.75,18.09,104.29,18.4,109.44,126.98,0.0,151.07,0.0,128.74,0.0,224.21,4.22,241.84,6.28,214.87,8.89,261.74,103.07,226.57,138.41,193.09,9.86,103.59,74.98,71.56,0.0,132.64,0.1,153.34,0.0,117.27,134.47,55.46,102.03,211.79,76.71,179.99,41.53,175.63,59.08,145.21,72.71,178.85,26.61,183.0,2.93,183.99,0.0,177.68,126.65,132.49,122.79,107.63,0.21,117.43,0.28,111.08,0.26,140.75,14.71,134.77,28.81,120.17,12.03,97.56,41.35,120.81,41.39,123.47,38.02,249.28,184.5,240.32,161.74,194.16,141.05,192.69,154.89,214.63,150.58,162.71,140.34,110.35,157.02,148.74,186.4,131.15,194.21,215.3,132.87,236.48,136.86,202.65,134.3,186.93,151.21
PTHR12848,29.61,26.35,30.14,27.82,13.47,30.18,12.54,28.74,6.81,22.0,11.3,25.77,8.75,19.91,11.29,25.86,17.9,24.18,11.23,21.0,1.81,24.94,12.78,23.54,12.03,29.48,16.35,25.0,90.04,30.32,99.4,24.97,95.84,26.03,25.23,21.54,41.28,26.9,23.99,24.66,3.59,24.93,0.73,17.57,8.55,15.63,13.78,0.49,15.4,8.49,14.02,8.52,11.56,15.95,14.95,3.46,20.82,5.52,12.93,5.78,5.79,14.38,4.58,14.9,7.78,19.82,11.46,94.94,7.92,88.66,10.13,33.89,14.2,13.29,0.0,32.81,16.46,21.04,11.7,36.83,15.28,13.72,11.36,8.53,31.15,12.25,4.77,9.21,0.0,1.83,13.71,1.94,15.81,2.26,15.53,7.27,6.86,9.32,0.0,13.09,0.0,15.36,0.0,16.19,1.54,16.52,4.69,11.63,15.11,14.86,39.77,9.35,1.07,29.74,26.48,24.91,0.33,17.95,0.77,18.28,0.4,16.84,38.76,21.04,38.11,82.69,21.5,109.75,17.32,69.86,27.14,60.83,31.82,60.6,9.37,17.46,0.38,23.77,0.0,20.6,10.94,10.32,11.64,11.27,5.62,13.74,6.2,14.4,11.44,17.0,2.79,10.09,18.5,9.26,7.58,11.69,11.9,17.47,9.72,15.75,9.6,112.29,110.67,94.62,113.1,60.21,130.82,43.74,121.64,62.59,98.36,29.31,98.19,21.0,101.69,26.2,68.3,33.54,45.36,48.03,16.63,54.95,25.34,65.03,24.53,25.72,30.31
