Label,DC10_R1T6_1,DC10_R2T6_1,DC10_R3T6_1,DC12_R1T6_1,DC12_R1T6_2,DC12_R2T6_1,DC12_R2T6_2,DC12_R3T6_1,DC12_R3T6_2,DC13_R1T6_1,DC13_R1T6_3,DC13_R2T6_1,DC13_R2T6_3,DC13_R3T6_1,DC13_R3T6_3,DC14_R1T6_1,DC14_R1T6_4,DC14_R2T6_1,DC14_R2T6_4,DC14_R3T6_1,DC14_R3T6_4,DC15_R1T6_1,DC15_R1T6_5,DC15_R2T6_1,DC15_R2T6_5,DC15_R3T6_1,DC15_R3T6_5,DC16_R1T6_1,DC16_R1T6_6,DC16_R2T6_1,DC16_R2T6_6,DC16_R3T6_1,DC16_R3T6_6,DC17_R1T6_1,DC17_R1T6_7,DC17_R2T6_1,DC17_R2T6_7,DC17_R3T6_1,DC17_R3T6_7,DC18_R1T6_1,DC18_R1T6_8,DC18_R2T6_1,DC18_R2T6_8,DC18_R3T6_1,DC18_R3T6_8,DC20_R1T6_2,DC20_R2T6_2,DC20_R3T6_2,DC23_R1T6_2,DC23_R1T6_3,DC23_R2T6_2,DC23_R2T6_3,DC23_R3T6_2,DC23_R3T6_3,DC24_R1T6_2,DC24_R1T6_4,DC24_R2T6_2,DC24_R2T6_4,DC24_R3T6_2,DC24_R3T6_4,DC25_R1T6_2,DC25_R1T6_5,DC25_R2T6_2,DC25_R2T6_5,DC25_R3T6_2,DC25_R3T6_5,DC26_R1T6_2,DC26_R1T6_6,DC26_R2T6_2,DC26_R2T6_6,DC27_R1T6_2,DC27_R1T6_7,DC27_R2T6_2,DC27_R2T6_7,DC27_R3T6_2,DC27_R3T6_7,DC28_R1T6_2,DC28_R1T6_8,DC28_R2T6_2,DC28_R2T6_8,DC30_R1T6_3,DC30_R2T6_3,DC30_R3T6_3,DC34_R1T6_3,DC34_R1T6_4,DC34_R2T6_3,DC34_R2T6_4,DC34_R3T6_3,DC34_R3T6_4,DC35_R1T6_3,DC35_R1T6_5,DC35_R2T6_3,DC35_R2T6_5,DC35_R3T6_3,DC35_R3T6_5,DC36_R1T6_3,DC36_R1T6_6,DC36_R2T6_3,DC36_R2T6_6,DC36_R3T6_3,DC36_R3T6_6,DC37_R1T6_3,DC37_R1T6_7,DC37_R2T6_3,DC37_R2T6_7,DC37_R3T6_3,DC37_R3T6_7,DC38_R1T6_3,DC38_R1T6_8,DC38_R2T6_3,DC38_R2T6_8,DC38_R3T6_3,DC38_R3T6_8,DC40_R1T6_4,DC40_R2T6_4,DC40_R3T6_4,DC45_R1T6_4,DC45_R1T6_5,DC45_R2T6_4,DC45_R2T6_5,DC45_R3T6_4,DC45_R3T6_5,DC46_R1T6_4,DC46_R1T6_6,DC46_R2T6_4,DC46_R2T6_6,DC46_R3T6_4,DC46_R3T6_6,DC47_R1T6_4,DC47_R1T6_7,DC47_R2T6_4,DC47_R2T6_7,DC47_R3T6_4,DC47_R3T6_7,DC48_R1T6_4,DC48_R1T6_8,DC48_R2T6_4,DC48_R2T6_8,DC48_R3T6_4,DC48_R3T6_8,DC50_R1TWB_5,DC50_R2TWB_5,DC50_R3TWB_5,DC56_R1T6_5,DC56_R1T6_6,DC56_R2T6_5,DC56_R2T6_6,DC56_R3T6_5,DC56_R3T6_6,DC57_R1TWB_5,DC57_R1TWB_7,DC57_R2TWB_5,DC57_R2TWB_7,DC57_R3TWB_5,DC57_R3TWB_7,DC58_R1T6_5,DC58_R1T6_8,DC58_R2T6_5,DC58_R2T6_8,DC58_R3T6_5,DC58_R3T6_8,DC60_R1T6_6,DC60_R2T6_6,DC60_R3T6_6,DC67_R1T6_6,DC67_R1T6_7,DC67_R2T6_6,DC67_R2T6_7,DC67_R3T6_6,DC67_R3T6_7,DC68_R1T6_6,DC68_R1T6_8,DC68_R2T6_6,DC68_R2T6_8,DC68_R3T6_6,DC68_R3T6_8,DC70_R1TWB_7,DC70_R2T6_7,DC70_R3TWB_7,DC78_R1T6_7,DC78_R1T6_8,DC78_R2T6_7,DC78_R2T6_8,DC78_R3T6_7,DC78_R3T6_8,DN82_R3TX_8,DN86_R1TX_8
PTHR12505,15.26,15.2,13.84,17.11,16.13,17.78,9.76,17.21,6.23,17.6,37.09,22.73,26.22,19.63,45.39,10.4,5.77,10.76,7.63,13.0,0.0,10.82,7.33,10.99,8.79,13.49,14.22,18.36,32.15,16.5,35.05,17.52,36.15,12.74,16.24,20.14,31.27,16.34,24.58,12.76,2.7,10.35,0.41,11.5,6.89,21.96,11.32,0.42,18.05,30.49,22.66,44.57,18.69,28.87,15.38,0.46,15.35,0.43,21.76,16.45,10.77,12.86,10.55,15.36,12.77,23.13,15.33,34.29,9.32,26.48,9.36,32.09,12.86,11.46,0.0,41.51,16.76,14.17,10.89,14.46,69.98,44.42,39.2,36.35,80.01,49.24,7.67,39.71,0.0,10.44,9.55,3.1,9.48,2.32,7.97,22.89,0.0,29.07,5.5,15.85,0.0,35.1,0.0,45.53,0.0,40.88,0.0,45.25,13.6,46.84,20.88,38.87,1.73,98.62,90.38,63.92,0.0,13.94,0.54,9.93,0.0,8.16,87.05,5.87,80.42,41.22,38.99,31.9,37.69,53.73,66.23,54.95,75.05,53.56,36.59,15.89,0.0,18.4,0.0,19.45,12.29,13.22,13.12,8.83,0.0,13.37,0.0,7.58,0.0,15.66,9.71,11.46,17.46,10.98,10.92,8.98,4.28,11.85,4.63,10.84,5.58,41.16,35.46,42.42,40.11,64.04,46.35,66.23,45.0,68.15,38.19,15.58,33.2,10.21,35.62,14.22,56.97,40.48,54.14,54.08,9.36,71.69,10.61,57.91,14.81,13.73,15.23
PTHR11024,85.02,86.21,81.46,72.45,16.27,77.2,16.18,79.04,10.54,59.74,70.58,74.7,54.87,66.73,75.34,52.08,5.49,54.31,1.17,38.95,0.0,75.71,13.9,74.61,16.4,103.07,29.93,57.9,44.25,73.79,48.62,57.77,36.71,60.87,23.15,73.48,45.11,78.31,30.58,41.03,5.32,40.06,0.73,38.48,12.5,27.31,11.55,4.18,33.79,73.92,29.54,88.25,33.04,52.07,12.78,0.74,12.07,0.0,28.99,4.67,10.12,15.16,8.61,15.52,11.8,17.45,16.85,29.25,21.55,59.97,7.61,32.31,13.27,9.39,0.0,93.97,23.29,40.28,9.72,46.02,112.02,86.01,86.29,76.66,16.02,83.59,3.1,70.67,1.46,30.23,19.1,10.01,17.8,15.57,18.32,58.8,0.0,65.39,0.0,56.31,0.0,93.06,2.28,102.65,15.91,93.04,3.27,82.22,38.75,87.96,56.88,84.2,3.94,24.97,31.42,25.78,0.0,20.96,0.0,20.57,0.0,21.05,26.32,24.95,20.76,26.71,5.15,40.09,5.87,78.07,15.18,68.41,19.62,78.11,5.69,42.0,0.0,54.83,0.0,47.5,23.66,27.84,24.64,18.62,0.0,16.78,0.0,19.55,0.0,22.96,12.05,20.35,42.56,19.27,13.44,17.76,14.62,17.35,14.29,14.47,9.51,33.89,54.24,41.39,38.68,92.13,35.95,78.88,42.93,94.18,41.24,35.59,37.71,25.98,35.2,38.13,96.89,53.65,94.16,119.48,38.83,147.63,81.66,105.83,39.13,51.83,49.4
PTHR31065,72.72,98.77,110.01,153.88,433.89,131.35,405.88,132.16,240.54,114.58,77.14,110.05,58.15,105.53,75.73,152.8,17.91,138.02,5.45,110.29,0.0,94.73,146.49,102.94,137.73,78.08,116.88,125.95,273.49,116.69,162.96,105.91,232.59,132.76,52.53,60.06,96.11,69.87,102.32,135.56,9.95,110.22,4.22,135.64,14.86,330.51,321.54,1.02,268.34,89.19,276.94,81.54,302.2,57.53,378.38,0.42,361.87,0.27,300.31,18.7,257.68,162.27,171.52,162.39,275.41,183.37,230.11,243.58,136.31,227.47,458.65,132.39,474.99,53.38,0.0,40.96,222.73,85.85,346.22,74.1,127.45,108.41,114.96,162.79,32.85,175.42,4.79,123.53,0.49,37.29,144.02,18.16,140.81,15.97,138.61,78.4,6.26,57.07,0.0,73.48,0.0,111.95,0.0,92.76,9.16,118.08,0.0,111.38,56.59,138.47,68.84,112.22,2.46,66.9,43.48,27.61,0.0,104.52,0.0,123.37,0.0,119.89,53.14,70.22,37.14,188.45,37.7,331.88,26.97,186.2,28.01,200.61,31.72,119.45,22.14,88.99,0.0,126.66,0.0,93.1,124.18,112.34,119.72,104.51,1.16,127.45,3.86,114.38,1.86,167.57,138.85,128.8,273.32,124.88,129.37,151.54,26.61,191.55,22.53,182.94,15.83,298.15,247.25,296.53,252.86,185.57,216.46,235.54,259.72,225.82,263.48,85.5,260.1,69.85,194.24,77.72,49.33,241.0,60.93,147.04,52.35,175.91,43.31,204.9,55.48,53.13,52.64
PTHR11671,56.76,66.78,64.47,63.31,105.1,65.57,117.47,61.36,71.68,58.62,36.69,61.46,30.22,64.98,39.33,51.07,8.16,57.82,3.08,57.88,0.0,48.39,22.17,53.62,30.89,115.3,46.3,58.45,69.18,55.18,49.62,68.98,138.29,57.42,25.96,53.42,46.0,57.12,35.1,52.82,6.09,50.22,0.97,56.84,8.7,122.73,126.62,2.93,114.53,47.72,102.26,45.39,105.23,30.04,104.0,0.46,135.01,2.19,85.74,7.68,66.21,59.29,50.46,53.78,66.72,60.29,78.68,138.82,71.63,141.94,96.17,50.78,109.23,14.11,0.46,65.23,105.35,36.64,97.04,28.61,60.67,39.64,40.89,28.66,21.13,38.25,0.0,42.46,0.0,9.84,35.91,4.67,33.99,10.06,39.49,24.77,0.0,30.1,0.0,22.39,0.0,42.21,4.97,53.15,22.08,40.79,7.12,30.9,24.06,43.28,36.26,33.37,2.23,48.81,43.06,55.61,1.41,36.2,0.55,45.48,0.43,37.99,39.09,44.03,38.46,198.61,19.05,112.07,20.84,80.04,32.2,126.32,34.98,150.61,8.57,29.5,0.0,42.27,0.0,31.91,34.24,42.71,36.74,29.41,18.67,27.87,8.4,30.84,15.17,38.74,25.11,45.61,70.4,40.51,28.66,31.83,10.5,45.46,13.39,45.88,8.43,99.63,111.44,109.91,102.17,67.2,103.33,79.08,97.33,77.12,94.34,50.99,80.4,32.61,78.99,46.27,52.34,52.12,64.51,61.69,46.85,81.96,55.67,74.85,42.91,52.26,47.83
PTHR21085,76.64,71.33,73.68,53.01,16.04,74.84,19.72,80.8,22.72,57.38,33.17,69.54,25.01,72.67,39.03,95.62,5.97,91.14,9.22,47.14,0.9,79.17,34.71,91.54,37.67,65.3,27.65,61.27,32.12,70.33,26.55,86.38,27.74,80.63,12.2,62.69,19.2,80.21,20.53,78.54,3.75,57.97,1.81,63.94,5.47,17.27,17.21,0.62,22.48,29.93,15.68,28.65,30.2,23.72,31.65,0.39,29.84,0.37,29.78,3.34,11.6,37.05,9.48,33.97,11.38,41.99,37.51,32.98,22.11,38.22,14.97,18.64,15.3,5.08,0.0,45.84,26.32,25.85,17.75,27.5,58.64,48.23,47.63,40.25,7.13,30.69,0.0,35.72,0.0,7.97,55.1,1.54,55.91,4.86,52.7,28.0,0.0,27.7,5.55,29.57,6.8,41.39,41.57,41.15,43.97,39.0,22.67,46.51,20.87,44.13,26.34,37.5,4.11,19.29,14.33,7.9,0.0,50.93,0.0,74.82,0.0,56.18,17.34,33.23,13.75,37.76,21.49,41.19,1.06,34.26,4.07,31.16,13.71,32.53,4.81,30.42,0.0,39.81,0.0,33.91,38.51,36.95,34.8,51.77,2.73,54.74,1.23,61.12,7.55,43.93,5.33,34.56,10.54,36.87,2.71,65.54,7.2,74.29,14.96,61.55,8.33,37.45,29.22,36.65,46.05,29.37,53.11,34.71,53.33,29.79,43.11,22.35,34.76,15.66,47.67,20.17,46.05,28.17,50.09,34.18,25.89,41.95,20.54,31.08,18.87,51.83,42.36
PTHR10953,140.23,147.07,143.34,185.6,175.53,198.7,178.84,204.5,120.26,157.59,184.2,155.96,132.56,144.0,198.68,141.08,45.17,150.46,71.01,118.68,26.98,111.13,67.78,117.77,73.84,242.64,89.88,146.23,205.01,145.61,142.81,165.29,269.09,167.84,144.37,110.56,258.66,117.9,287.08,92.82,18.8,75.08,7.0,90.9,22.98,187.79,154.74,26.15,213.78,174.19,180.18,196.94,215.6,166.62,161.06,4.39,121.8,3.77,190.97,23.7,115.73,93.87,116.99,93.09,125.42,96.4,140.77,417.46,161.49,370.13,139.85,283.93,147.65,136.63,3.18,383.54,276.26,94.2,131.26,180.42,282.69,228.98,225.48,180.31,51.33,197.83,4.21,173.99,0.42,74.54,84.44,30.37,85.99,22.8,78.44,151.44,20.06,149.21,19.99,141.87,31.45,244.12,6.07,223.44,24.21,232.46,38.96,179.06,56.25,219.39,125.55,156.02,9.89,88.7,91.0,66.26,0.59,105.45,2.08,103.91,0.54,82.69,107.46,130.75,72.89,298.85,69.61,273.24,47.95,426.95,49.94,378.29,57.83,446.63,32.8,94.73,10.91,140.0,0.0,113.13,106.16,112.78,108.7,87.4,13.75,88.01,15.9,83.77,16.71,120.09,166.98,101.8,322.03,96.51,119.12,70.58,45.95,91.51,44.65,70.64,32.64,269.12,258.63,247.12,294.11,460.55,304.64,435.93,305.71,517.59,410.64,99.27,341.65,84.58,546.53,114.19,425.06,308.01,440.95,470.46,100.48,464.88,156.39,500.49,101.48,146.35,133.34
PTHR10954,13.21,15.15,10.4,14.46,15.63,10.74,23.87,16.06,6.28,12.62,20.34,22.58,16.69,18.75,26.1,5.18,0.0,4.06,0.0,2.66,0.0,7.66,18.11,7.09,21.6,17.9,15.67,6.34,5.66,13.97,5.3,5.63,2.02,5.44,11.65,14.01,17.63,11.92,12.32,1.63,0.0,2.45,0.0,1.62,1.72,14.97,20.63,0.0,14.44,30.22,11.75,32.05,40.66,13.95,17.59,0.0,10.71,0.0,28.51,0.0,4.06,6.87,2.06,6.58,4.65,15.31,9.88,1.77,10.25,2.4,9.03,18.02,4.73,6.16,0.75,25.81,7.44,2.08,5.01,2.19,26.36,29.12,21.97,19.96,0.98,36.63,0.0,24.1,0.0,6.48,6.13,3.13,6.27,2.9,8.25,11.31,0.0,15.23,0.0,7.75,0.0,22.0,0.0,24.8,0.0,24.03,0.0,34.42,2.72,24.73,8.73,19.86,0.0,0.84,0.5,0.63,0.0,33.49,0.0,27.9,0.0,16.59,1.77,0.0,0.49,0.98,0.0,1.12,0.0,28.13,1.68,30.81,0.0,39.89,0.0,4.01,0.0,6.21,0.0,4.65,22.36,21.05,22.42,14.26,0.0,17.16,0.0,13.91,0.0,16.92,5.64,9.34,7.26,7.53,2.39,6.63,4.13,7.62,1.86,5.29,0.0,0.22,4.05,1.84,0.36,31.84,0.0,33.83,0.31,38.34,0.94,4.09,4.42,0.73,0.86,3.27,37.24,24.21,35.88,33.91,2.44,55.57,18.47,37.51,4.91,1.96,1.67
PTHR12636,59.19,47.06,44.1,21.0,20.12,33.69,21.47,32.42,26.59,26.2,2.71,33.26,2.52,31.39,2.66,42.54,9.85,36.09,0.0,9.87,0.0,68.87,7.4,68.04,7.62,30.47,6.52,21.44,30.43,31.99,16.36,30.27,27.82,35.39,7.86,48.22,8.74,52.41,8.44,24.32,4.8,21.92,1.88,16.83,3.84,17.7,13.03,0.99,27.91,4.44,21.3,2.83,47.42,17.0,23.71,0.21,16.4,0.39,24.15,11.99,14.78,16.12,13.82,14.37,16.1,16.69,21.98,37.94,20.76,30.52,15.53,6.79,16.39,2.83,3.34,16.17,23.3,16.41,19.82,16.38,18.22,5.8,5.18,4.27,37.3,4.78,0.86,5.09,0.0,1.4,16.9,0.0,16.54,1.02,16.31,5.6,0.0,3.12,0.0,2.75,0.0,7.73,0.0,9.34,0.0,7.26,0.0,8.6,13.21,8.34,13.19,7.93,2.58,43.95,47.01,39.04,0.0,10.01,0.0,15.94,0.57,12.99,59.37,33.45,50.77,33.73,33.82,33.54,16.06,20.42,28.15,18.25,36.17,21.07,17.31,13.89,0.0,23.5,0.0,17.12,13.51,17.28,13.06,15.4,7.5,14.37,9.29,17.83,10.38,16.85,6.65,15.08,13.59,16.47,5.29,18.34,8.42,23.57,5.01,18.72,3.66,35.01,31.17,34.17,35.18,15.69,45.17,14.38,39.71,17.87,42.86,23.37,40.49,13.16,41.77,23.39,24.8,22.04,21.68,17.16,22.13,25.49,30.69,15.43,19.91,28.94,22.59
PTHR10956,2955.95,2897.85,2741.61,4349.9,874.72,8287.17,1235.92,2731.44,606.03,3089.86,2969.68,3444.29,6343.83,4260.05,2148.46,2801.97,710.66,3241.6,345.42,3683.98,51.12,3014.65,7155.18,3656.88,7126.74,3690.18,6206.04,2587.49,1985.89,2796.51,1464.45,3395.1,3221.55,3175.91,39417.11,3519.23,28608.7,3327.77,28795.66,4177.69,33077.46,5091.05,32981.62,4456.84,30683.94,1543.68,1282.23,25.53,1306.29,40772.01,1579.75,25743.03,1625.87,83098.19,1585.39,49398.38,1350.72,48798.45,1212.04,33747.62,1031.3,2742.27,1096.66,2406.59,1052.25,2554.01,1096.35,8334.45,921.95,3700.07,1357.65,15455.82,1163.57,22037.09,2.1,930.89,1103.85,2.62,1943.33,25.96,1572.85,364.31,304.6,298.89,4571.13,325.46,169.48,324.87,127.04,39.27,1561.21,39.05,1612.93,34.45,1603.37,216.66,174.75,227.56,22.66,203.06,88.69,429.95,191.84,580.86,377.0,479.35,330.94,562.05,5.88,501.64,0.0,544.77,14.27,4480.9,4434.61,4583.53,0.98,1406.21,13.25,1405.86,28.59,1501.0,3459.18,1638.86,6554.42,4908.78,2600.02,2459.44,1474.68,396.43,2312.9,353.59,2551.19,408.99,2255.6,0.45,44.85,0.3,0.0,0.43,1227.11,1553.39,1229.89,1933.94,249.31,1670.29,142.81,1832.46,300.0,1688.8,21.41,1881.6,41.52,1731.37,33.74,1379.24,17.81,1655.17,4.02,1725.16,3.87,2658.15,2984.11,3625.92,3716.53,188.74,3711.53,149.44,3556.53,151.62,2892.89,0.29,2920.33,0.26,2862.52,0.78,602.82,395.49,565.05,411.21,0.0,619.93,5.69,151.74,6.61,0.58,0.16
PTHR11673,1023.68,1153.95,1151.52,789.11,1236.61,746.47,1130.9,891.19,613.81,1245.76,1271.93,1265.86,2348.74,1264.85,761.96,1236.37,299.95,1242.19,133.79,748.68,11.57,1311.09,387.83,1197.26,453.97,1123.12,365.89,982.86,1000.88,1069.37,654.51,844.75,1101.17,957.83,225.37,1306.23,180.14,1266.39,188.85,968.64,29.15,762.34,11.68,962.23,47.56,1576.0,1601.17,20.07,1523.32,228.78,1539.29,360.52,1591.31,294.18,2157.57,38.88,1464.25,37.8,1614.62,490.67,956.94,368.09,1132.73,389.24,1125.44,457.44,1360.69,1803.75,907.53,1270.6,1498.34,7850.05,1498.87,12947.34,16.93,920.02,1165.0,231.2,2090.26,244.82,914.39,269.67,254.73,267.22,1066.76,278.99,60.73,192.46,27.34,130.58,689.39,73.19,678.95,67.2,714.07,231.11,24.42,210.81,0.0,196.73,15.76,394.39,274.9,461.32,198.66,391.73,221.84,261.88,174.96,351.25,195.84,295.64,19.03,1197.33,1231.13,1001.69,0.0,631.79,1.39,620.44,0.0,627.1,849.96,636.23,1215.11,1405.73,832.25,1175.76,281.54,622.68,427.14,424.57,523.59,406.37,913.67,265.62,10.97,366.7,0.0,321.85,520.58,566.53,535.62,723.11,104.63,702.64,82.61,764.95,129.27,625.9,108.53,492.26,259.74,522.16,144.49,573.3,106.38,555.65,125.93,598.71,134.03,1581.61,1400.52,1909.89,1968.12,268.93,1998.41,253.99,1976.38,231.29,1430.96,218.71,1410.47,144.48,1562.15,197.33,939.45,534.06,720.33,498.26,234.92,986.73,218.68,280.64,266.48,436.2,431.02
PTHR11922,140.92,120.32,112.16,90.67,56.04,100.09,59.38,116.89,177.32,104.37,66.56,128.0,46.05,139.08,73.19,89.19,22.63,95.03,9.82,108.26,1.94,109.74,82.48,112.81,95.13,131.9,70.23,98.48,148.05,119.11,109.95,140.31,152.59,88.33,36.34,139.08,42.93,143.85,44.93,86.94,14.16,164.92,2.94,73.02,23.65,46.52,37.1,2.03,51.68,73.6,41.02,66.64,72.44,75.6,55.67,2.11,72.99,2.75,57.91,14.92,28.4,106.42,26.09,108.06,34.45,115.08,58.33,183.56,51.04,185.55,34.93,46.74,36.34,19.06,0.42,113.32,54.44,78.82,37.38,96.2,208.59,87.79,90.97,83.73,41.31,109.0,3.45,96.46,1.55,21.71,103.94,6.82,98.71,3.73,98.41,51.41,7.2,55.81,0.0,52.56,7.93,94.65,4.45,121.79,4.06,83.62,6.37,100.34,78.56,97.3,87.68,77.55,10.93,43.23,29.69,40.8,4.25,119.79,3.11,153.77,3.54,116.12,75.75,91.87,78.05,178.99,83.02,205.64,15.64,119.76,37.18,102.54,37.06,114.89,19.31,75.26,1.44,110.42,0.0,97.91,87.82,91.64,94.1,108.69,33.38,116.83,47.37,119.19,54.91,114.81,32.75,83.76,56.14,80.81,23.38,130.12,37.17,149.1,33.91,120.75,38.77,213.67,182.41,210.84,191.28,98.17,204.18,101.03,213.59,116.98,175.55,78.28,163.05,54.83,191.66,68.07,132.03,109.8,124.17,131.53,72.07,161.39,70.94,110.79,62.62,107.37,108.58
PTHR12687,74.46,80.57,81.46,34.68,3.61,71.0,3.07,85.3,6.96,32.95,1.16,50.11,2.23,34.44,1.7,105.97,0.0,93.6,0.0,12.65,0.0,118.34,4.84,127.92,9.8,48.45,5.14,41.76,10.09,66.82,2.86,38.35,4.77,86.74,3.07,58.88,1.61,90.15,2.29,58.44,1.17,45.04,0.0,36.0,0.0,5.92,2.63,0.3,5.52,1.56,4.25,2.3,5.29,1.48,3.16,0.0,2.29,0.0,7.63,0.0,1.73,13.05,1.65,10.2,2.12,14.16,3.54,8.8,5.29,7.91,2.76,6.17,4.27,4.13,0.0,5.03,5.15,3.96,2.66,5.09,7.08,3.17,2.54,0.74,0.0,1.57,0.0,1.44,0.0,0.64,23.59,0.0,20.5,0.0,24.73,3.73,0.0,4.67,0.0,1.89,0.0,4.94,0.0,5.65,0.0,5.82,0.0,2.59,3.17,3.08,4.68,2.46,0.0,1.76,2.18,0.46,0.0,8.17,0.0,10.02,0.0,16.08,2.88,4.53,2.82,1.99,1.35,9.29,0.0,27.4,2.85,15.45,4.79,23.32,1.07,5.19,0.0,8.46,0.0,5.75,9.39,11.54,10.37,29.66,0.0,23.94,0.0,28.85,0.0,14.01,3.99,8.35,5.22,8.34,0.74,9.81,2.12,12.94,0.0,7.85,3.67,10.02,8.83,7.43,12.09,6.51,15.56,6.05,13.43,4.61,10.34,9.52,7.16,5.44,3.26,5.09,15.22,15.12,9.46,13.32,5.65,18.6,9.19,9.89,8.05,4.41,7.69
PTHR10438,932.55,1114.55,1141.23,984.67,874.89,910.88,1124.7,925.99,614.22,1083.1,1775.18,1072.71,1173.84,997.53,1759.59,1019.59,196.23,991.56,54.77,843.72,0.59,1103.24,1229.02,1059.4,1282.24,774.01,1308.54,1094.38,1659.46,978.86,1440.27,893.85,1899.55,869.73,425.17,971.69,443.35,1036.0,373.55,1052.61,139.14,929.11,49.02,930.19,267.87,927.62,834.17,86.4,1272.99,1297.42,973.43,1639.05,1185.0,702.22,1094.88,7.02,1320.78,4.0,1038.66,199.7,737.16,1314.95,649.73,1299.55,765.02,1407.2,1469.73,1638.58,873.37,1920.35,886.67,437.2,1083.14,191.61,3.87,1329.7,1156.28,1393.21,883.89,1153.5,2623.32,1701.54,1706.39,1637.81,854.06,1559.88,44.2,1900.26,34.62,450.99,1413.67,167.09,1308.84,195.13,1385.83,845.79,0.0,900.11,0.0,807.18,3.77,1619.31,2.52,1673.65,5.47,1606.25,13.86,1714.73,860.23,1932.0,1137.02,1417.04,111.75,1557.94,1497.2,1339.06,0.0,1554.35,3.65,1782.04,0.0,1546.64,1059.03,644.81,1137.19,1730.4,626.21,1850.13,375.31,1078.0,560.37,1217.78,662.2,1123.66,242.49,1368.67,0.0,1586.04,0.0,1433.5,1481.32,1583.72,1503.98,1299.78,8.01,1270.08,10.27,1345.17,12.76,1561.02,214.08,1556.12,554.07,1592.96,213.25,1514.35,277.34,1635.02,336.82,1502.59,261.29,2190.82,2001.63,2181.28,1756.78,896.45,1754.1,907.8,1788.85,877.51,1671.23,1007.83,1562.58,722.97,1719.66,998.97,966.62,730.85,1122.23,1000.46,1067.21,1096.73,1211.74,959.16,1014.95,1214.25,1204.11
PTHR11926,38.85,31.32,31.73,40.28,24.89,40.42,18.39,44.25,6.44,37.59,26.5,44.79,21.15,29.99,34.9,27.72,2.33,29.44,3.08,21.34,0.0,32.91,60.62,32.41,52.01,23.24,46.55,31.68,50.18,35.06,37.28,28.76,151.73,30.46,31.69,31.61,88.92,28.37,77.87,23.99,59.25,25.21,20.1,23.17,100.67,33.64,23.05,2.18,18.13,150.98,18.23,191.73,20.05,48.72,14.71,0.0,16.29,0.0,13.15,1.41,15.48,46.58,15.62,52.2,15.4,54.02,12.48,73.88,9.96,98.95,16.38,66.38,21.14,43.72,0.0,32.37,20.82,871.28,15.94,185.39,27.37,42.7,39.45,25.12,6.67,43.82,0.0,28.54,0.0,18.52,62.79,15.51,62.53,10.88,63.71,21.5,0.0,24.33,0.0,16.35,0.0,26.84,2.39,32.09,2.13,30.05,0.0,32.27,320.46,40.14,313.42,28.21,26.19,7.85,6.7,8.23,0.0,65.95,0.0,82.72,0.0,68.84,9.82,19.87,6.48,76.11,8.24,67.12,2.99,83.41,5.71,99.66,6.64,117.43,2.25,329.35,0.0,253.58,0.0,281.79,59.63,58.66,58.73,54.8,0.3,58.79,0.49,48.87,0.63,63.13,107.93,61.52,238.66,62.49,77.52,30.12,69.68,54.36,51.67,35.53,37.03,177.88,83.12,66.25,93.97,100.44,94.48,145.61,77.61,135.2,105.38,143.38,77.16,85.0,67.31,139.36,44.07,141.0,39.79,66.44,97.71,119.08,733.58,93.57,756.44,306.78,103.77
PTHR11431,236.51,228.86,221.23,202.97,76.86,207.39,51.69,244.58,47.05,324.93,802.14,349.61,571.14,344.96,801.85,247.6,90.58,265.83,37.93,147.5,0.51,282.11,172.55,242.96,184.31,256.35,138.88,222.95,118.52,283.27,71.4,165.79,131.91,228.38,192.46,266.59,245.29,290.88,405.61,170.01,27.32,134.97,8.56,139.14,42.88,81.57,78.59,4.13,128.78,312.76,153.98,242.47,146.53,256.61,142.34,10.47,284.61,7.67,88.8,236.35,147.19,140.24,95.59,134.53,85.02,172.44,98.84,150.34,58.14,191.01,65.8,265.44,125.3,208.65,4.12,632.25,94.55,221.32,102.31,171.33,1055.62,821.66,739.95,658.28,232.78,830.14,13.08,592.91,2.52,160.3,278.51,87.2,271.8,74.35,267.49,417.05,6.6,391.7,0.0,346.42,6.38,880.74,9.86,1329.3,19.04,2027.92,9.88,758.95,171.8,2650.21,192.8,693.13,18.73,80.18,88.9,64.1,1.36,259.76,2.63,275.12,1.65,263.53,349.36,34.83,427.43,124.46,541.54,185.03,42.65,201.92,39.73,281.89,60.78,541.53,396.07,226.93,0.0,297.25,0.0,285.63,165.36,180.59,171.18,309.91,0.57,308.22,0.0,340.24,0.73,205.95,175.63,118.32,306.81,121.68,125.85,205.28,41.03,259.2,43.53,158.01,50.03,210.43,203.79,190.77,198.58,320.26,205.89,275.41,194.58,307.28,269.88,195.96,213.21,125.15,258.0,167.31,283.86,440.04,337.23,548.89,182.24,1126.48,200.15,449.46,210.2,311.39,279.8
